ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,Cluster
144,Edukasi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,0
145,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,2
146,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,edukasi,Sangat Setuju,Netral,Tidak Setuju,Netral,4
147,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Lifestyle,Self Wear,Setuju,Setuju,Netral,Setuju,1
148,Alat Kantor/Sekolah,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju,4
149,Alat Seni,Toko alat tulis lainnya,Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
150,Alat Kantor/Sekolah,Website Gramedia.com,Menambah pengetahuan,Lifestyle,edukasi,Sangat Tidak Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju,4
151,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Seni,Self Wear,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,3
152,Alat Seni,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
153,Komik,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Daily needs,Sangat Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,0
154,Sport & mainanan,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Sangat Tidak Setuju,Netral,Setuju,Netral,1
155,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Lifestyle,edukasi,Netral,Setuju,Sangat Setuju,Tidak Setuju,4
156,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral,2
157,Edukasi,Website Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
158,Alat Seni,Website Gramedia.com,Hiburan atau relaksasi,Lifestyle,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,2
159,Edukasi,Aplikasi Gramedia.com,Menambah pengetahuan,Lifestyle,edukasi,Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,4
160,Alat Seni,Toko alat tulis lainnya,Hiburan atau relaksasi,Literasi,edukasi,Netral,Tidak Setuju,Sangat Setuju,Tidak Setuju,4
161,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Setuju,Netral,Netral,1
162,Novel Fiksi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Netral,Netral,Sangat Tidak Setuju,Netral,2
163,Komik,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Seni,edukasi,Tidak Setuju,Netral,Netral,Tidak Setuju,4
164,Alat Seni,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Seni,Alat Seni,Netral,Tidak Setuju,Setuju,Netral,2
165,Komik,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,4
166,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Alat Seni,Netral,Sangat Setuju,Setuju,Tidak Setuju,4
167,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,2
168,Buku Anak,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Seni,Self Wear,Sangat Setuju,Netral,Setuju,Setuju,3
169,Alat Seni,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Setuju,Setuju,Netral,Sangat Setuju,1
170,Alat Seni,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju,0
171,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju,0
172,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Daily needs,Netral,Sangat Setuju,Netral,Sangat Setuju,3
173,Novel Fiksi,Website Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,4
174,Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Sangat Tidak Setuju,Netral,Sangat Setuju,Setuju,1
175,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,0
176,Alat Seni,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Seni,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,0
177,Komik,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
178,Alat Seni,Aplikasi Gramedia.com,Menambah pengetahuan,Lifestyle,edukasi,Netral,Sangat Setuju,Netral,Sangat Setuju,4
179,Sport & mainanan,Toko Gramedia,Kado atau hadiah,Literasi,Alat Seni,Sangat Setuju,Tidak Setuju,Sangat Setuju,Netral,0
180,Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,2
181,Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Setuju,Sangat Setuju,Setuju,Netral,2
182,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Netral,Tidak Setuju,Setuju,Sangat Setuju,2
183,Sport & mainanan,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Alat Seni,Setuju,Tidak Setuju,Netral,Tidak Setuju,1
184,Alat Seni,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju,0
185,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,3
186,Alat Seni,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Sangat Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,3
187,Alat Kantor/Sekolah,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Netral,Tidak Setuju,Netral,Sangat Tidak Setuju,1
188,Novel Fiksi,Aplikasi Gramedia.com,Kado atau hadiah,Literasi,Self Wear,Setuju,Netral,Sangat Tidak Setuju,Netral,2
189,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Setuju,Netral,Sangat Setuju,Tidak Setuju,4
190,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Netral,Tidak Setuju,Sangat Tidak Setuju,Netral,0
191,Alat Kantor/Sekolah,Website Gramedia.com,Menambah pengetahuan,Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,0
192,Komik,Toko Gramedia,Menambah pengetahuan,Lifestyle,edukasi,Sangat Tidak Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju,0
193,Edukasi,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,4
194,Alat Kantor/Sekolah,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral,0
195,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Netral,Netral,Setuju,Setuju,1
196,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,edukasi,Netral,Sangat Setuju,Setuju,Netral,4
197,Komik,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Setuju,Tidak Setuju,Setuju,Tidak Setuju,0
198,Novel Fiksi,Website Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Self Wear,Netral,Setuju,Setuju,Setuju,1
199,Komik,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,Alat Seni,Tidak Setuju,Sangat Setuju,Setuju,Setuju,1
200,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Setuju,Netral,2
201,Alat Seni,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Tidak Setuju,Setuju,Netral,Sangat Setuju,0
202,Komik,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,2
203,Komik,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,2
204,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Literasi,Self Wear,Sangat Setuju,Netral,Setuju,Sangat Setuju,3
205,Komik,Toko Gramedia,Hiburan atau relaksasi,Seni,edukasi,Tidak Setuju,Tidak Setuju,Setuju,Setuju,0
206,Alat Kantor/Sekolah,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Tidak Setuju,Setuju,Sangat Setuju,0
207,Komik,Toko Gramedia,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,0
208,Alat Kantor/Sekolah,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,3
209,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Sangat Tidak Setuju,Netral,Sangat Setuju,Netral,4
210,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Alat Seni,Tidak Setuju,Netral,Tidak Setuju,Setuju,0
211,Alat Kantor/Sekolah,Toko Gramedia,Kado atau hadiah,Lifestyle,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Setuju,1
212,Edukasi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Seni,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
213,Buku Anak,Toko buku independen lainnya,Kado atau hadiah,Literasi,edukasi,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
214,Buku Anak,Toko buku independen lainnya,Kado atau hadiah,Literasi,Self Wear,Netral,Tidak Setuju,Setuju,Sangat Tidak Setuju,0
215,Komik,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Alat Seni,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
216,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Netral,Setuju,1
217,Komik,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Netral,Netral,Sangat Tidak Setuju,Sangat Setuju,2
218,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,2
219,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,edukasi,Netral,Sangat Setuju,Netral,Netral,4
220,Komik,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Sangat Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju,1
221,Sport & mainanan,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,Alat Seni,Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,0
222,Komik,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Sangat Setuju,Sangat Setuju,Setuju,Setuju,3
223,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,Self Wear,Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju,2
224,Alat Seni,Aplikasi Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,2
225,Alat Seni,Toko buku independen lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,2
226,Alat Kantor/Sekolah,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Netral,Netral,Setuju,Tidak Setuju,0
227,Alat Seni,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs,Sangat Setuju,Sangat Setuju,Sangat Setuju,Netral,2
228,Buku Anak,Website Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Netral,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
229,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Setuju,Setuju,Sangat Setuju,Netral,0
230,Komik,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju,1
231,Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral,0
232,Alat Seni,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,2
233,Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Setuju,Sangat Setuju,Sangat Setuju,1
234,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,edukasi,Sangat Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju,1
235,Edukasi,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Netral,Sangat Tidak Setuju,0
236,Novel Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
237,Sport & mainanan,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,0
238,Alat Seni,Toko Gramedia,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,4
239,Novel Fiksi,Toko Gramedia,Menambah pengetahuan,Seni,Alat Seni,Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,3
240,Alat Seni,Website Gramedia.com,Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Setuju,Setuju,Sangat Setuju,Tidak Setuju,4
241,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,edukasi,Sangat Setuju,Setuju,Sangat Setuju,Tidak Setuju,4
242,Alat Seni,Toko alat tulis lainnya,Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Tidak Setuju,Netral,4
243,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju,0
244,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Seni,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,0
245,Sport & mainanan,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Netral,Tidak Setuju,Setuju,Sangat Setuju,0
246,Novel Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Alat Seni,Netral,Sangat Tidak Setuju,Sangat Setuju,Netral,2
247,Buku Non-Fiksi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Netral,Sangat Setuju,1
248,Komik,Toko alat tulis lainnya,Kado atau hadiah,Lifestyle,edukasi,Setuju,Setuju,Netral,Netral,1
249,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Tidak Setuju,Setuju,Netral,Sangat Setuju,0
250,Edukasi,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Netral,Sangat Tidak Setuju,Netral,Tidak Setuju,1
251,Sport & mainanan,Website Gramedia.com,Menambah pengetahuan,Seni,edukasi,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
252,Komik,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Sangat Setuju,Setuju,4
253,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Self Wear,Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral,0
254,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Netral,Netral,Tidak Setuju,Netral,1
255,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Literasi,Alat Seni,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,0
256,Buku Anak,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Setuju,Sangat Tidak Setuju,Netral,2
257,Sport & mainanan,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Sangat Tidak Setuju,Setuju,Tidak Setuju,0
258,Komik,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Literasi,edukasi,Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,0
259,Sport & mainanan,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Setuju,Setuju,Netral,0
260,Buku Anak,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs,Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
261,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Sangat Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju,0
262,Alat Seni,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju,1
263,Alat Seni,Website Gramedia.com,Kado atau hadiah,Lifestyle,edukasi,Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju,4
264,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Tidak Setuju,Netral,Netral,Netral,1
265,Alat Seni,Toko alat tulis lainnya,Hiburan atau relaksasi,Literasi,Self Wear,Sangat Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,3
266,Buku Non-Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Netral,Setuju,Tidak Setuju,Setuju,1
267,Sport & mainanan,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Seni,Self Wear,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,1
268,Edukasi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,0
269,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Kado atau hadiah,Lifestyle,Self Wear,Netral,Sangat Setuju,Netral,Setuju,1
270,Alat Kantor/Sekolah,Toko Gramedia,Menambah pengetahuan,Seni,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
271,Sport & mainanan,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Setuju,Tidak Setuju,Netral,Netral,2
272,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Netral,Sangat Tidak Setuju,Setuju,Setuju,2
273,Buku Anak,Toko buku independen lainnya,Menambah pengetahuan,Lifestyle,Self Wear,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju,1
274,Komik,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Netral,Setuju,Sangat Setuju,Sangat Setuju,1
275,Alat Kantor/Sekolah,Website Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Tidak Setuju,Tidak Setuju,Setuju,0
276,Novel Fiksi,Toko Gramedia,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Netral,Tidak Setuju,Netral,Sangat Tidak Setuju,0
277,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
278,Alat Seni,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs,Setuju,Setuju,Setuju,Sangat Setuju,2
279,Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
280,Sport & mainanan,Aplikasi Gramedia.com,Kado atau hadiah,Literasi,Self Wear,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,3
281,Alat Kantor/Sekolah,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju,3
282,Buku Non-Fiksi,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Netral,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
283,Sport & mainanan,Toko Gramedia,Menambah pengetahuan,Literasi,Daily needs,Tidak Setuju,Setuju,Sangat Setuju,Netral,1
284,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Netral,Setuju,Setuju,Tidak Setuju,2
285,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
286,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,1
287,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,0
