Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline;Melukis atau menggambar;Travelling,Mainan,Tidak Setuju,Netral,Netral,Tidak Setuju,2
Komik/Novel Grafis;Mainan/Collectible item;Novel Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi;Untuk mengekspresikan kreativitas,"Belanja online/offline;Menulis (diari, blog, atau lainnya);Travelling",Alat Tulis kantor atau sekolah,Tidak Setuju,Netral,Setuju,Sangat Setuju,1
Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain musik,Mainan,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,3
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Jurnal/Perencana (Planner)",Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menulis (diari, blog, atau lainnya);Travelling",Alat Musik & kesenian;Alat Olahraga,Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,4
Buku Anak,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi;Menambah pengetahuan,Menghadiri acara budaya atau edukasi,Kesehatan dan Kecantikan,Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,2
Alat Tulis Umum (Kantor/Sekolah);Jurnal/Perencana (Planner);Komik/Novel Grafis,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Melukis atau menggambar;Membaca buku atau majalah;Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama);Kesehatan dan Kecantikan",Netral,Netral,Tidak Setuju,Setuju,4
Alat Olahraga,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Olahraga,"Alat Musik & kesenian;Buku fiksi (novel, komik, buku anak)",Setuju,Netral,Sangat Setuju,Netral,2
Alat Tulis Umum (Kantor/Sekolah);Komik/Novel Grafis;Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia.com,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Belanja online/offline,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Mainan",Netral,Setuju,Sangat Setuju,Sangat Setuju,2
Alat Musik;Komik/Novel Grafis,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Melukis atau menggambar;Menghadiri acara budaya atau edukasi;Olahraga,"Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak);Mainan",Sangat Setuju,Netral,Setuju,Tidak Setuju,1
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko buku independen lainnya,Hiburan atau relaksasi;Menambah pengetahuan,"Melukis atau menggambar;Menulis (diari, blog, atau lainnya)","Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Netral,Sangat Setuju,Netral,0
Alat Musik;Alat Olahraga;Perlengkapan Seni/Kreatif,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Menghadiri acara budaya atau edukasi,"Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Sangat Setuju,Netral,Sangat Tidak Setuju,0
Alat Tulis Umum (Kantor/Sekolah);Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Membaca buku atau majalah;Travelling,"Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Setuju,Netral,Tidak Setuju,0
"Alat Olahraga;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Mainan/Collectible item",Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar;Membaca buku atau majalah,"Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Sangat Setuju,Sangat Setuju,Setuju,Netral,4
Alat Musik,Website Gramedia.com,Hiburan atau relaksasi,"Melukis atau menggambar;Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,0
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Komik/Novel Grafis;Perlengkapan Seni/Kreatif",Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain game (offline/online),Alat Tulis kantor atau sekolah,Netral,Setuju,Setuju,Netral,4
Komik/Novel Grafis,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan",Sangat Tidak Setuju,Sangat Setuju,Netral,Setuju,3
"Alat Musik;Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Melukis atau menggambar;Menghadiri acara budaya atau edukasi;Travelling,Alat Tulis kantor atau sekolah,Netral,Tidak Setuju,Tidak Setuju,Setuju,5
Buku Anak,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline;Bermain musik;Olahraga,"Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Sangat Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju,2
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Komik/Novel Grafis",Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Untuk mengekspresikan kreativitas",Melukis atau menggambar,Alat Musik & kesenian,Netral,Tidak Setuju,Sangat Setuju,Netral,4
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Jurnal/Perencana (Planner)",Aplikasi Gramedia Digital (ebook),"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik,Alat Olahraga;Alat Tulis kantor atau sekolah,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,1
Mainan/Collectible item,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Membaca buku atau majalah;Olahraga;Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,0
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Komik/Novel Grafis;Novel Fiksi",Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Untuk mengekspresikan kreativitas","Menulis (diari, blog, atau lainnya)",Kesehatan dan Kecantikan,Sangat Setuju,Setuju,Netral,Sangat Tidak Setuju,0
Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain game (offline/online),"Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Setuju,Sangat Setuju,Sangat Setuju,2
Alat Tulis Umum (Kantor/Sekolah);Komik/Novel Grafis,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas",Menghadiri acara budaya atau edukasi;Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku fiksi (novel, komik, buku anak)",Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,2
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Novel Fiksi","Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku fiksi (novel, komik, buku anak)",Setuju,Tidak Setuju,Tidak Setuju,Setuju,5
Alat Musik;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,"Belanja online/offline;Bermain game (offline/online);Menulis (diari, blog, atau lainnya)",Alat Olahraga,Sangat Tidak Setuju,Netral,Setuju,Sangat Setuju,1
Alat Tulis Umum (Kantor/Sekolah);Buku Anak,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online);Melukis atau menggambar;Olahraga,"Alat Musik & kesenian;Buku non-fiksi (pengembangan diri, sejarah, agama);Kesehatan dan Kecantikan",Netral,Sangat Setuju,Tidak Setuju,Tidak Setuju,4
Alat Olahraga;Jurnal/Perencana (Planner),Aplikasi Gramedia.com,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,"Belanja online/offline;Bermain game (offline/online);Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Netral,Sangat Setuju,Sangat Setuju,Sangat Setuju,5
"Alat Olahraga;Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline;Bermain game (offline/online),Alat Tulis kantor atau sekolah;Kesehatan dan Kecantikan;Mainan,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
Buku Anak,Toko Gramedia,Kado atau hadiah,Membaca buku atau majalah,Alat Olahraga;Kesehatan dan Kecantikan;Mainan,Setuju,Netral,Tidak Setuju,Netral,4
Novel Fiksi,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline;Bermain game (offline/online),"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Sangat Setuju,Sangat Setuju,Netral,4
Alat Olahraga;Jurnal/Perencana (Planner);Novel Fiksi,Aplikasi Gramedia.com,Kado atau hadiah;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,"Melukis atau menggambar;Menulis (diari, blog, atau lainnya)","Alat Olahraga;Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,0
Mainan/Collectible item;Novel Fiksi;Perlengkapan Seni/Kreatif,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Menghadiri acara budaya atau edukasi;Olahraga,"Alat Musik & kesenian;Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju,1
Alat Tulis Umum (Kantor/Sekolah);Jurnal/Perencana (Planner);Mainan/Collectible item,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri",Bermain game (offline/online),Alat Olahraga;Kesehatan dan Kecantikan;Mainan,Sangat Tidak Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,0
Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Bermain game (offline/online);Membaca buku atau majalah;Menghadiri acara budaya atau edukasi,"Alat Olahraga;Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Tidak Setuju,Tidak Setuju,Setuju,5
"Alat Olahraga;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko alat tulis lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan","Menulis (diari, blog, atau lainnya);Olahraga","Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Mainan",Sangat Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju,2
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Komik/Novel Grafis;Mainan/Collectible item",Aplikasi Gramedia Digital (ebook),"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Bermain game (offline/online);Travelling,"Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku fiksi (novel, komik, buku anak)",Netral,Tidak Setuju,Tidak Setuju,Netral,4
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Perlengkapan Kantor atau Sekolah",Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Menghadiri acara budaya atau edukasi;Olahraga,Alat Tulis kantor atau sekolah;Kesehatan dan Kecantikan,Sangat Tidak Setuju,Tidak Setuju,Setuju,Sangat Setuju,3
Perlengkapan Kantor atau Sekolah,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Bermain game (offline/online);Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,2
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Novel Fiksi;Perlengkapan Kantor atau Sekolah",Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar;Olahraga,"Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan",Sangat Tidak Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju,4
Mainan/Collectible item;Perlengkapan Kantor atau Sekolah,Website Gramedia.com,Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,Melukis atau menggambar;Menghadiri acara budaya atau edukasi,"Alat Musik & kesenian;Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
Buku Anak;Jurnal/Perencana (Planner);Perlengkapan Seni/Kreatif,Toko buku independen lainnya,Kado atau hadiah,Menghadiri acara budaya atau edukasi;Olahraga,Alat Tulis kantor atau sekolah;Kesehatan dan Kecantikan,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
Mainan/Collectible item,Toko Gramedia,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Travelling,Alat Tulis kantor atau sekolah,Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,2
Buku Anak;Komik/Novel Grafis;Perlengkapan Seni/Kreatif,Aplikasi Gramedia.com,Hiburan atau relaksasi;Menambah pengetahuan,Bermain musik;Melukis atau menggambar;Membaca buku atau majalah,Alat Olahraga,Sangat Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,2
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Mainan/Collectible item",Website Gramedia.com,Menambah pengetahuan;Untuk mengekspresikan kreativitas,"Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan;Mainan",Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,3
Alat Tulis Umum (Kantor/Sekolah);Buku Anak;Perlengkapan Seni/Kreatif,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Menambah pengetahuan,Bermain game (offline/online);Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku fiksi (novel, komik, buku anak)",Netral,Sangat Tidak Setuju,Sangat Setuju,Netral,2
Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas","Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,5
Alat Olahraga;Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menulis (diari, blog, atau lainnya)","Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak)",Netral,Setuju,Setuju,Tidak Setuju,2
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Website Gramedia.com,Menambah pengetahuan,Menghadiri acara budaya atau edukasi,"Alat Musik & kesenian;Alat Olahraga;Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Sangat Setuju,Setuju,Tidak Setuju,4
Buku Anak;Jurnal/Perencana (Planner);Komik/Novel Grafis,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline;Melukis atau menggambar;Olahraga,"Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,3
Perlengkapan Seni/Kreatif,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Belanja online/offline;Bermain musik;Travelling,"Alat Olahraga;Buku fiksi (novel, komik, buku anak);Mainan",Sangat Tidak Setuju,Netral,Netral,Setuju,1
Komik/Novel Grafis,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline;Melukis atau menggambar,Alat Musik & kesenian;Alat Tulis kantor atau sekolah,Netral,Tidak Setuju,Tidak Setuju,Netral,4
"Buku Anak;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,"Belanja online/offline;Melukis atau menggambar;Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Setuju,Setuju,Netral,Tidak Setuju,2
Buku Anak;Jurnal/Perencana (Planner),Website Gramedia.com,Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Melukis atau menggambar;Travelling,"Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,3
Jurnal/Perencana (Planner);Mainan/Collectible item;Novel Fiksi,Toko Gramedia,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Melukis atau menggambar;Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,1
"Buku Anak;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Jurnal/Perencana (Planner)",Aplikasi Gramedia Digital (ebook),"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Bermain musik;Membaca buku atau majalah,Alat Musik & kesenian;Kesehatan dan Kecantikan,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
Buku Anak,Aplikasi Gramedia Digital (ebook),"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain game (offline/online);Bermain musik;Menghadiri acara budaya atau edukasi,Alat Tulis kantor atau sekolah;Kesehatan dan Kecantikan,Sangat Setuju,Netral,Netral,Setuju,1
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi;Untuk mengekspresikan kreativitas,Melukis atau menggambar,"Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Setuju,Netral,Sangat Setuju,0
"Buku Anak;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Jurnal/Perencana (Planner)",Toko Gramedia,Untuk mengekspresikan kreativitas,Belanja online/offline;Melukis atau menggambar,Alat Olahraga,Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,0
Komik/Novel Grafis;Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah;Menambah pengetahuan,Bermain musik,Kesehatan dan Kecantikan,Sangat Setuju,Netral,Setuju,Netral,1
Buku Anak;Komik/Novel Grafis;Perlengkapan Seni/Kreatif,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Melukis atau menggambar;Membaca buku atau majalah,Alat Musik & kesenian;Kesehatan dan Kecantikan,Netral,Sangat Tidak Setuju,Netral,Setuju,3
Alat Tulis Umum (Kantor/Sekolah);Buku Anak;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,"Bermain game (offline/online);Menulis (diari, blog, atau lainnya)","Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Mainan/Collectible item,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Belanja online/offline;Menulis (diari, blog, atau lainnya);Olahraga",Alat Musik & kesenian;Alat Olahraga;Mainan,Netral,Sangat Setuju,Sangat Setuju,Netral,4
Buku Anak;Novel Fiksi,Website Gramedia.com,Menambah pengetahuan;Untuk mengekspresikan kreativitas,Membaca buku atau majalah;Travelling,Alat Musik & kesenian;Alat Olahraga;Alat Tulis kantor atau sekolah,Sangat Setuju,Netral,Setuju,Netral,1
Perlengkapan Seni/Kreatif,Website Gramedia.com,Untuk mengekspresikan kreativitas,Bermain musik;Melukis atau menggambar,"Alat Musik & kesenian;Buku fiksi (novel, komik, buku anak)",Setuju,Netral,Netral,Sangat Setuju,3
Mainan/Collectible item,Aplikasi Gramedia.com,Kado atau hadiah,Travelling,Alat Tulis kantor atau sekolah,Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,2
"Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline;Bermain musik;Travelling,Alat Musik & kesenian;Kesehatan dan Kecantikan;Mainan,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,0
Alat Musik;Alat Olahraga;Jurnal/Perencana (Planner),"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Bermain musik,Kesehatan dan Kecantikan,Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,2
