ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat
119,Jurnal/Perencana (Planner),Toko buku independen lainnya,Kado atau hadiah,Menghadiri acara budaya atau edukasi,Alat Tulis kantor atau sekolah,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju
120,Mainan/Collectible item,Toko Gramedia,Untuk mengekspresikan kreativitas,Travelling,Alat Tulis kantor atau sekolah,Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
121,Perlengkapan Seni/Kreatif,Aplikasi Gramedia.com,Hiburan atau relaksasi,Bermain musik,Alat Olahraga,Sangat Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju
122,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Website Gramedia.com,Menambah pengetahuan,"Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
123,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Travelling,"Buku fiksi (novel, komik, buku anak)",Netral,Sangat Tidak Setuju,Sangat Setuju,Netral
124,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,"Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
125,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Netral,Setuju,Setuju,Tidak Setuju
126,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Website Gramedia.com,Menambah pengetahuan,Menghadiri acara budaya atau edukasi,"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Sangat Setuju,Setuju,Tidak Setuju
127,Komik/Novel Grafis,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline,Alat Tulis kantor atau sekolah,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
128,Perlengkapan Seni/Kreatif,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Bermain musik,Mainan,Sangat Tidak Setuju,Netral,Netral,Setuju
129,Komik/Novel Grafis,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline,Alat Tulis kantor atau sekolah,Netral,Tidak Setuju,Tidak Setuju,Netral
130,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Belanja online/offline,Alat Musik & kesenian,Setuju,Setuju,Netral,Tidak Setuju
131,Jurnal/Perencana (Planner),Website Gramedia.com,Kado atau hadiah,Melukis atau menggambar,Kesehatan dan Kecantikan,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
132,Mainan/Collectible item,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju
133,Jurnal/Perencana (Planner),Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Membaca buku atau majalah,Alat Musik & kesenian,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
134,Buku Anak,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik,Alat Tulis kantor atau sekolah,Sangat Setuju,Netral,Netral,Setuju
135,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Melukis atau menggambar,Alat Tulis kantor atau sekolah,Netral,Setuju,Netral,Sangat Setuju
136,Jurnal/Perencana (Planner),Toko Gramedia,Untuk mengekspresikan kreativitas,Belanja online/offline,Alat Olahraga,Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju
137,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Bermain musik,Kesehatan dan Kecantikan,Sangat Setuju,Netral,Setuju,Netral
138,Perlengkapan Seni/Kreatif,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Melukis atau menggambar,Kesehatan dan Kecantikan,Netral,Sangat Tidak Setuju,Netral,Setuju
139,Alat Tulis Umum (Kantor/Sekolah),"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Bermain game (offline/online),"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
140,Mainan/Collectible item,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline,Alat Musik & kesenian,Netral,Sangat Setuju,Sangat Setuju,Netral
141,Buku Anak,Website Gramedia.com,Untuk mengekspresikan kreativitas,Membaca buku atau majalah,Alat Musik & kesenian,Sangat Setuju,Netral,Setuju,Netral
142,Perlengkapan Seni/Kreatif,Website Gramedia.com,Untuk mengekspresikan kreativitas,Bermain musik,Alat Musik & kesenian,Setuju,Netral,Netral,Sangat Setuju
143,Mainan/Collectible item,Aplikasi Gramedia.com,Kado atau hadiah,Travelling,Alat Tulis kantor atau sekolah,Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju
144,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Travelling,Mainan,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
145,Alat Olahraga,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Bermain musik,Kesehatan dan Kecantikan,Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju
146,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)","Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Melukis atau menggambar,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Netral,Tidak Setuju,Netral
147,Alat Olahraga,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Travelling,Kesehatan dan Kecantikan,Setuju,Setuju,Netral,Setuju
148,Jurnal/Perencana (Planner),Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
149,Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Hiburan atau relaksasi,Belanja online/offline,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
150,Jurnal/Perencana (Planner),Website Gramedia.com,Menambah pengetahuan,Travelling,"Buku fiksi (novel, komik, buku anak)",Sangat Tidak Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju
151,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Melukis atau menggambar,Mainan,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju
152,Perlengkapan Seni/Kreatif,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Travelling,Kesehatan dan Kecantikan,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
153,Komik/Novel Grafis,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online),Alat Tulis kantor atau sekolah,Sangat Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju
154,Mainan/Collectible item,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Membaca buku atau majalah,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Netral,Setuju,Netral
155,Perlengkapan Seni/Kreatif,Toko buku independen lainnya,Menambah pengetahuan,Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Setuju,Sangat Setuju,Tidak Setuju
156,Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Menulis (diari, blog, atau lainnya)",Kesehatan dan Kecantikan,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral
157,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Website Gramedia.com,Kado atau hadiah,Bermain game (offline/online),Alat Tulis kantor atau sekolah,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
158,Alat Musik,Website Gramedia.com,Hiburan atau relaksasi,Belanja online/offline,Kesehatan dan Kecantikan,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
159,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,Menambah pengetahuan,Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju
160,Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Hiburan atau relaksasi,Membaca buku atau majalah,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Tidak Setuju,Sangat Setuju,Tidak Setuju
161,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Sangat Tidak Setuju,Setuju,Netral,Netral
162,Novel Fiksi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Olahraga,Alat Olahraga,Netral,Netral,Sangat Tidak Setuju,Netral
163,Komik/Novel Grafis,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Bermain musik,"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Netral,Netral,Tidak Setuju
164,Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Bermain musik,Alat Musik & kesenian,Netral,Tidak Setuju,Setuju,Netral
165,Komik/Novel Grafis,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
166,Mainan/Collectible item,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline,Alat Musik & kesenian,Netral,Sangat Setuju,Setuju,Tidak Setuju
167,Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online),Mainan,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
168,Buku Anak,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Bermain musik,Alat Olahraga,Sangat Setuju,Netral,Setuju,Setuju
169,Perlengkapan Seni/Kreatif,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Bermain game (offline/online),"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Setuju,Netral,Sangat Setuju
170,Alat Musik,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Bermain game (offline/online),Kesehatan dan Kecantikan,Sangat Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju
171,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Membaca buku atau majalah,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju
172,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,"Menulis (diari, blog, atau lainnya)",Alat Tulis kantor atau sekolah,Netral,Sangat Setuju,Netral,Sangat Setuju
173,Novel Fiksi,Website Gramedia.com,Untuk mengekspresikan kreativitas,Belanja online/offline,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju
174,Alat Musik,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain musik,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Netral,Sangat Setuju,Setuju
175,Perlengkapan Kantor atau Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Bermain game (offline/online),"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju
176,Alat Musik,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Bermain musik,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju
177,Komik/Novel Grafis,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline,Alat Olahraga,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
178,Alat Musik,Aplikasi Gramedia.com,Menambah pengetahuan,Belanja online/offline,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Sangat Setuju,Netral,Sangat Setuju
179,Mainan/Collectible item,Toko Gramedia,Kado atau hadiah,Membaca buku atau majalah,Alat Musik & kesenian,Sangat Setuju,Tidak Setuju,Sangat Setuju,Netral
180,Alat Musik,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju
181,Perlengkapan Seni/Kreatif,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Olahraga,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Sangat Setuju,Setuju,Netral
182,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)","Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Travelling,Kesehatan dan Kecantikan,Netral,Tidak Setuju,Setuju,Sangat Setuju
183,Mainan/Collectible item,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Setuju,Tidak Setuju,Netral,Tidak Setuju
184,Alat Musik,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Menulis (diari, blog, atau lainnya)","Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju
185,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Melukis atau menggambar,Alat Olahraga,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
186,Alat Musik,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Olahraga,Alat Olahraga,Sangat Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju
187,Perlengkapan Kantor atau Sekolah,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline,Mainan,Netral,Tidak Setuju,Netral,Sangat Tidak Setuju
188,Novel Fiksi,Aplikasi Gramedia.com,Kado atau hadiah,"Menulis (diari, blog, atau lainnya)",Mainan,Setuju,Netral,Sangat Tidak Setuju,Netral
189,Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Netral,Sangat Setuju,Tidak Setuju
190,Perlengkapan Kantor atau Sekolah,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Tidak Setuju,Sangat Tidak Setuju,Netral
191,Alat Tulis Umum (Kantor/Sekolah),Website Gramedia.com,Menambah pengetahuan,Belanja online/offline,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
192,Komik/Novel Grafis,Toko Gramedia,Menambah pengetahuan,Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju
193,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Menghadiri acara budaya atau edukasi,Alat Olahraga,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
194,Jurnal/Perencana (Planner),Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Olahraga,"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral
195,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Alat Olahraga,Netral,Netral,Setuju,Setuju
196,Mainan/Collectible item,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Membaca buku atau majalah,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Sangat Setuju,Setuju,Netral
197,Komik/Novel Grafis,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain game (offline/online),"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Tidak Setuju,Setuju,Tidak Setuju
198,Novel Fiksi,Website Gramedia.com,Untuk mengekspresikan kreativitas,Melukis atau menggambar,Alat Olahraga,Netral,Setuju,Setuju,Setuju
199,Komik/Novel Grafis,Toko alat tulis lainnya,Menambah pengetahuan,Belanja online/offline,Alat Musik & kesenian,Tidak Setuju,Sangat Setuju,Setuju,Setuju
200,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menulis (diari, blog, atau lainnya)",Mainan,Sangat Setuju,Sangat Tidak Setuju,Setuju,Netral
201,Alat Musik,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Setuju,Netral,Sangat Setuju
202,Komik/Novel Grafis,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Melukis atau menggambar,"Buku fiksi (novel, komik, buku anak)",Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
203,Komik/Novel Grafis,Website Gramedia.com,Menambah pengetahuan,Olahraga,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
204,Alat Olahraga,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Membaca buku atau majalah,Alat Olahraga,Sangat Setuju,Netral,Setuju,Sangat Setuju
205,Komik/Novel Grafis,Toko Gramedia,Hiburan atau relaksasi,Bermain musik,"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Tidak Setuju,Setuju,Setuju
206,Jurnal/Perencana (Planner),Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Menghadiri acara budaya atau edukasi,Mainan,Tidak Setuju,Tidak Setuju,Setuju,Sangat Setuju
207,Komik/Novel Grafis,Toko Gramedia,Menambah pengetahuan,Bermain game (offline/online),"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
208,Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline,Kesehatan dan Kecantikan,Sangat Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju
209,Jurnal/Perencana (Planner),Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Belanja online/offline,Alat Musik & kesenian,Sangat Tidak Setuju,Netral,Sangat Setuju,Netral
210,Alat Tulis Umum (Kantor/Sekolah),Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Travelling,Alat Musik & kesenian,Tidak Setuju,Netral,Tidak Setuju,Setuju
211,Jurnal/Perencana (Planner),Toko Gramedia,Kado atau hadiah,Travelling,"Buku fiksi (novel, komik, buku anak)",Sangat Tidak Setuju,Setuju,Sangat Setuju,Setuju
212,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Bermain musik,Alat Musik & kesenian,Netral,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
213,Buku Anak,Toko buku independen lainnya,Kado atau hadiah,"Menulis (diari, blog, atau lainnya)","Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
214,Buku Anak,Toko buku independen lainnya,Kado atau hadiah,"Menulis (diari, blog, atau lainnya)",Mainan,Netral,Tidak Setuju,Setuju,Sangat Tidak Setuju
215,Komik/Novel Grafis,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar,Alat Musik & kesenian,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
216,Alat Olahraga,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Belanja online/offline,Mainan,Sangat Tidak Setuju,Sangat Setuju,Netral,Setuju
217,Komik/Novel Grafis,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Olahraga,Mainan,Netral,Netral,Sangat Tidak Setuju,Sangat Setuju
218,Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Menambah pengetahuan,"Menulis (diari, blog, atau lainnya)",Mainan,Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju
219,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Sangat Setuju,Netral,Netral
220,Komik/Novel Grafis,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain musik,Alat Olahraga,Sangat Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju
221,Alat Olahraga,Toko buku independen lainnya,Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
222,Komik/Novel Grafis,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Melukis atau menggambar,"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Setuju,Setuju,Setuju
223,Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Menambah pengetahuan,Membaca buku atau majalah,Kesehatan dan Kecantikan,Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju
224,Alat Musik,Aplikasi Gramedia.com,Menambah pengetahuan,Menghadiri acara budaya atau edukasi,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
225,Alat Musik,Toko buku independen lainnya,Hiburan atau relaksasi,Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju
226,Perlengkapan Kantor atau Sekolah,Toko buku independen lainnya,Kado atau hadiah,Olahraga,Alat Musik & kesenian,Netral,Netral,Setuju,Tidak Setuju
227,Alat Musik,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar,Alat Tulis kantor atau sekolah,Sangat Setuju,Sangat Setuju,Sangat Setuju,Netral
